sentences/sentence/0/text,sentences/sentence/0/_id,sentences,aspects,polarity,sentences/sentence/1/_id,sentences,aspects,polarity,sentences/sentence/2/_id,sentences/sentence/3/text,sentences/sentence/3/Opinions/Opinion/0/_category,sentences/sentence/3/Opinions/Opinion/0/_polarity,sentences/sentence/3/Opinions/Opinion/1/_category,sentences/sentence/3/Opinions/Opinion/1/_polarity,sentences/sentence/3/_id,sentences/sentence/4/text,sentences/sentence/4/Opinions/Opinion/0/_category,sentences/sentence/4/Opinions/Opinion/0/_polarity,sentences/sentence/4/_id,sentences/sentence/5/text,sentences/sentence/5/Opinions/Opinion/0/_category,sentences/sentence/5/Opinions/Opinion/0/_polarity,sentences/sentence/5/Opinions/Opinion/1/_category,sentences/sentence/5/Opinions/Opinion/1/_polarity,sentences/sentence/5/_id,sentences/sentence/6/text,sentences/sentence/6/Opinions/Opinion/0/_category,sentences/sentence/6/Opinions/Opinion/0/_polarity,sentences/sentence/6/_id,sentences/sentence/7/text,sentences/sentence/7/_id,sentences/sentence/7/_OutOfScope,sentences/sentence/8/text,sentences/sentence/8/Opinions/Opinion/0/_category,sentences/sentence/8/Opinions/Opinion/0/_polarity,sentences/sentence/8/Opinions/Opinion/1/_category,sentences/sentence/8/Opinions/Opinion/1/_polarity,sentences/sentence/8/_id,_rid,sentences/sentence/0/Opinions/Opinion/0/_category,sentences/sentence/0/Opinions/Opinion/0/_polarity,sentences/sentence/0/Opinions/Opinion/1/_category,sentences/sentence/0/Opinions/Opinion/1/_polarity,sentences/sentence/2/Opinions/Opinion/1/_category,sentences/sentence/2/Opinions/Opinion/1/_polarity,sentences/sentence/0/_OutOfScope,sentences/sentence/1/Opinions/Opinion/1/_category,sentences/sentence/1/Opinions/Opinion/1/_polarity,sentences/sentence/1/Opinions/Opinion/2/_category,sentences/sentence/1/Opinions/Opinion/2/_polarity,sentences/sentence/2/Opinions/Opinion/2/_category,sentences/sentence/2/Opinions/Opinion/2/_polarity,sentences/sentence/7/Opinions/Opinion/0/_category,sentences/sentence/7/Opinions/Opinion/0/_polarity,sentences/sentence/9/text,sentences/sentence/9/Opinions/Opinion/0/_category,sentences/sentence/9/Opinions/Opinion/0/_polarity,sentences/sentence/9/_id,sentences/sentence/10/text,sentences/sentence/10/_id,sentences/sentence/11/text,sentences/sentence/11/Opinions/Opinion/0/_category,sentences/sentence/11/Opinions/Opinion/0/_polarity,sentences/sentence/11/_id,sentences/sentence/12/text,sentences/sentence/12/Opinions/Opinion/0/_category,sentences/sentence/12/Opinions/Opinion/0/_polarity,sentences/sentence/12/_id,sentences/sentence/13/text,sentences/sentence/13/Opinions/Opinion/0/_category,sentences/sentence/13/Opinions/Opinion/0/_polarity,sentences/sentence/13/_id,sentences/sentence/14/text,sentences/sentence/14/Opinions/Opinion/0/_category,sentences/sentence/14/Opinions/Opinion/0/_polarity,sentences/sentence/14/_id,sentences/sentence/15/text,sentences/sentence/15/Opinions/Opinion/0/_category,sentences/sentence/15/Opinions/Opinion/0/_polarity,sentences/sentence/15/_id,sentences/sentence/0/Opinions/Opinion/2/_category,sentences/sentence/0/Opinions/Opinion/2/_polarity,sentences/sentence/0/Opinions/Opinion/3/_category,sentences/sentence/0/Opinions/Opinion/3/_polarity,sentences/sentence/1/_OutOfScope,sentences/sentence/2/_OutOfScope,sentences/sentence/4/Opinions/Opinion/1/_category,sentences/sentence/4/Opinions/Opinion/1/_polarity,sentences/sentence/5/_OutOfScope,sentences/sentence/9/Opinions/Opinion/1/_category,sentences/sentence/9/Opinions/Opinion/1/_polarity,sentences/sentence/10/Opinions/Opinion/0/_category,sentences/sentence/10/Opinions/Opinion/0/_polarity,sentences/sentence/6/_OutOfScope,sentences/sentence/3/_OutOfScope,sentences/sentence/3/Opinions/Opinion/2/_category,sentences/sentence/3/Opinions/Opinion/2/_polarity,sentences/sentence/4/Opinions/Opinion/2/_category,sentences/sentence/4/Opinions/Opinion/2/_polarity,sentences/sentence/10/Opinions/Opinion/1/_category,sentences/sentence/10/Opinions/Opinion/1/_polarity,sentences/sentence/10/Opinions/Opinion/2/_category,sentences/sentence/10/Opinions/Opinion/2/_polarity,sentences/sentence/12/Opinions/Opinion/1/_category,sentences/sentence/12/Opinions/Opinion/1/_polarity,sentences/sentence/13/Opinions/Opinion/1/_category,sentences/sentence/13/Opinions/Opinion/1/_polarity,sentences/sentence/1/Opinions/Opinion/3/_category,sentences/sentence/1/Opinions/Opinion/3/_polarity,sentences/sentence/6/Opinions/Opinion/1/_category,sentences/sentence/6/Opinions/Opinion/1/_polarity,sentences/sentence/7/Opinions/Opinion/1/_category,sentences/sentence/7/Opinions/Opinion/1/_polarity,sentences/sentence/11/Opinions/Opinion/1/_category,sentences/sentence/11/Opinions/Opinion/1/_polarity,sentences/sentence/11/Opinions/Opinion/2/_category,sentences/sentence/11/Opinions/Opinion/2/_polarity,sentences/sentence/15/Opinions/Opinion/1/_category,sentences/sentence/15/Opinions/Opinion/1/_polarity,sentences/sentence/16/text,sentences/sentence/16/Opinions/Opinion/0/_category,sentences/sentence/16/Opinions/Opinion/0/_polarity,sentences/sentence/16/_id,sentences/sentence/17/text,sentences/sentence/17/_id,sentences/sentence/2/Opinions/Opinion/3/_category,sentences/sentence/2/Opinions/Opinion/3/_polarity,sentences/sentence/3/Opinions/Opinion/3/_category,sentences/sentence/3/Opinions/Opinion/3/_polarity,sentences/sentence/6/Opinions/Opinion/2/_category,sentences/sentence/6/Opinions/Opinion/2/_polarity,sentences/sentence/4/_OutOfScope,sentences/sentence/12/_OutOfScope,sentences/sentence/5/Opinions/Opinion/2/_category,sentences/sentence/5/Opinions/Opinion/2/_polarity,sentences/sentence/8/Opinions/Opinion/2/_category,sentences/sentence/8/Opinions/Opinion/2/_polarity,sentences/sentence/4/Opinions/Opinion/3/_category,sentences/sentence/4/Opinions/Opinion/3/_polarity,sentences/sentence/8/_OutOfScope,sentences/sentence/17/Opinions/Opinion/0/_category,sentences/sentence/17/Opinions/Opinion/0/_polarity,sentences/sentence/18/text,sentences/sentence/18/Opinions/Opinion/0/_category,sentences/sentence/18/Opinions/Opinion/0/_polarity,sentences/sentence/18/_id,sentences/sentence/19/text,sentences/sentence/19/Opinions/Opinion/0/_category,sentences/sentence/19/Opinions/Opinion/0/_polarity,sentences/sentence/19/_id,sentences/sentence/20/text,sentences/sentence/20/_id,sentences/sentence/21/text,sentences/sentence/21/Opinions/Opinion/0/_category,sentences/sentence/21/Opinions/Opinion/0/_polarity,sentences/sentence/21/_id,sentences/sentence/22/text,sentences/sentence/22/Opinions/Opinion/0/_category,sentences/sentence/22/Opinions/Opinion/0/_polarity,sentences/sentence/22/_id,sentences/sentence/23/text,sentences/sentence/23/_id,sentences/sentence/24/text,sentences/sentence/24/Opinions/Opinion/0/_category,sentences/sentence/24/Opinions/Opinion/0/_polarity,sentences/sentence/24/_id,sentences/sentence/25/text,sentences/sentence/25/Opinions/Opinion/0/_category,sentences/sentence/25/Opinions/Opinion/0/_polarity,sentences/sentence/25/Opinions/Opinion/1/_category,sentences/sentence/25/Opinions/Opinion/1/_polarity,sentences/sentence/25/_id,sentences/sentence/1/Opinions/Opinion/4/_category,sentences/sentence/1/Opinions/Opinion/4/_polarity,sentences/sentence/23/Opinions/Opinion/0/_category,sentences/sentence/23/Opinions/Opinion/0/_polarity,sentences/sentence/9/_OutOfScope,sentences/sentence/10/_OutOfScope,sentences/sentence/13/Opinions/Opinion/2/_category,sentences/sentence/13/Opinions/Opinion/2/_polarity,sentences/sentence/13/Opinions/Opinion/3/_category,sentences/sentence/13/Opinions/Opinion/3/_polarity,sentences/sentence/13/Opinions/Opinion/4/_category,sentences/sentence/13/Opinions/Opinion/4/_polarity,sentences/sentence/14/Opinions/Opinion/1/_category,sentences/sentence/14/Opinions/Opinion/1/_polarity,sentences/sentence/13/_OutOfScope,sentences/sentence/7/Opinions/Opinion/2/_category,sentences/sentence/7/Opinions/Opinion/2/_polarity,sentences/sentence/16/_OutOfScope,sentences/sentence/20/_OutOfScope,sentences/sentence/17/_OutOfScope,sentences/sentence/9/Opinions/Opinion/2/_category,sentences/sentence/9/Opinions/Opinion/2/_polarity,sentences/sentence/11/_OutOfScope,sentences/sentence/14/_OutOfScope,sentences/sentence/2/Opinions/Opinion/4/_category,sentences/sentence/2/Opinions/Opinion/4/_polarity
2nd Mac book I have purchased from MacConnection.,185:00:00,I cannot be happier with the service or product.,SUPPORT#QUALITY,positive,185:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,LAPTOP#GENERAL,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power supply went bad after 2 weeks --,64:00:00,after much effort and 10 days ASUS replaced it,SUPPORT#QUALITY,negative,64:01:00,The WiFi is very weak.,LAPTOP#CONNECTIVITY,negative,64:02:00,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",,,,,64:03:00,Summary: Spend your money elsewhere,LAPTOP#GENERAL,negative,64:04:00,,,,,,,,,,,,,,,,,,,,64,POWER_SUPPLY#QUALITY,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is a nicely sized laptop with lots of processing power and long battery life.,78:00:00,Love it so far.,LAPTOP#GENERAL,positive,78:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,LAPTOP#DESIGN_FEATURES,positive,CPU#OPERATION_PERFORMANCE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATTERY#OPERATION_PERFORMANCE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Toshiba Net book operates very well.,270:00:00,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS#MISCELLANEOUS,negative,270:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,LAPTOP#OPERATION_PERFORMANCE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",214:00:00,"The touchpad is extremely sensitive, which is the only drawback.",MOUSE#OPERATION_PERFORMANCE,negative,214:01:00,"Otherwise, I love it!",LAPTOP#GENERAL,positive,214:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,LAPTOP#GENERAL,positive,LAPTOP#DESIGN_FEATURES,positive,,,,LAPTOP#GENERAL,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAPTOP#PORTABILITY,positive,LAPTOP#OPERATION_PERFORMANCE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I shopped around before buying.,350:00:00,I wasn't really sure I wanted to spend that kind of money!,LAPTOP#PRICE,negative,350:01:00,It Was a great deal after all.,LAPTOP#GENERAL,positive,350:02:00,I LOVE it!,LAPTOP#GENERAL,positive,,,350:03:00,I should have bought one a long time ago.,LAPTOP#GENERAL,positive,350:04:00,Not enough time for me to give it 5 stars!,LAPTOP#GENERAL,neutral,,,350:05:00,,,,,,,,,,,,,,350,,,,,LAPTOP#PRICE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",294:00:00,I have only had PCs with Windows before so this takes a little getting use to.,OS#USABILITY,neutral,294:01:00,The real stand out on this computer is the feel of the keyboard and it's speed.,KEYBOARD#QUALITY,positive,294:02:00,"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP#CONNECTIVITY,positive,294:03:00,The one thing I wish it had was a detailed hardcopy manuel.,LAPTOP#MISCELLANEOUS,negative,294:04:00,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",LAPTOP#MISCELLANEOUS,neutral,,,294:05:00,,,,,,,,,,,,,,294,LAPTOP#GENERAL,positive,,,LAPTOP#OPERATION_PERFORMANCE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",239:00:00,It's priced very reasonable and works very well right out of the box.,LAPTOP#PRICE,positive,239:01:00,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",,,239:02:00,(I found a 2GB stick for a bit under $50),,,,,239:03:00,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#GENERAL,positive,239:04:00,My ONLY issues are:,,,,,239:05:00,the screen/video resolution won't increase to a higher resolution then 1024 x 60,DISPLAY#QUALITY,negative,239:06:00,"That being said, it still runs video in full screen decently.",239:07:00,,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES#QUALITY,neutral,,,239:08:00,239,LAPTOP#MISCELLANEOUS,positive,,,,,,LAPTOP#OPERATION_PERFORMANCE,positive,,,,,DISPLAY#OPERATION_PERFORMANCE,neutral,"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",LAPTOP#GENERAL,positive,239:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LAPTOP#PORTABILITY,positive,,,,,,,1,,,LAPTOP#MISCELLANEOUS,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Okay, let's just start out by saying I am in no way a computer techy.",85:00:00,"I am a wife, mom and a school teacher and a college student.",,,85:01:00,"Trying to balance all of my roles leaves very little time for me to do anything, so I want to manage my time I do have to be the most efficient.",,,85:02:00,I work on a PC at home and have used Pc all through college.,,,,,85:03:00,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",,,85:04:00,I was getting extrememly frustrated when I would want to do these simple taks that I would have to wait and wait and wait for things to download or virus that would clog up my PC.,,,,,85:05:00,It would take up too much time to do reaearch for my papers and I would be up hours-just because the computer was too slow.,,,85:06:00,My brother is a computer wiz and would laugh at me because he used an Apple.,85:07:00,,"Finally, I couldn't take it anymore and ordered my Apple.",,,,,85:08:00,85,,,,,,,,,,,,,,,,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",LAPTOP#PRICE,neutral,85:09:00,"I love my Apple, it is quick and easy to use.",85:10:00,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",SUPPORT#QUALITY,positive,85:11:00,I can't say enough of how satisfied I am with their product and help aftermarket.,LAPTOP#GENERAL,positive,85:12:00,Money and time well spent!,LAPTOP#GENERAL,positive,85:13:00,Highly recommended!,LAPTOP#GENERAL,positive,85:14:00,,,,,,,,,,,,,1,LAPTOP#GENERAL,positive,LAPTOP#GENERAL,positive,1,,,,,,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP#USABILITY,positive,SUPPORT#QUALITY,positive,LAPTOP#PRICE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was looking for a mac which is portable and has all the features that I was looking for.,84:00:00,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",LAPTOP#PRICE,positive,84:01:00,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",LAPTOP#MISCELLANEOUS,positive,84:02:00,I would recommend anyone to buy from pcconnection express.,,,,,84:03:00,Speakers doesn't sound that great.,MULTIMEDIA_DEVICES#QUALITY,negative,84:04:00,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,,,,,84:05:00,,,,,,,,,,,,,,84,,,,,LAPTOP#OPERATION_PERFORMANCE,positive,,SHIPPING#PRICE,positive,LAPTOP#GENERAL,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This was an update from an early MacBook Pro.,193:00:00,"Love the speed, especially!",LAPTOP#OPERATION_PERFORMANCE,positive,193:01:00,So glad I decided to upgrade!,LAPTOP#GENERAL,positive,193:02:00,"Thanks, MacConnection, for making this a seamless purchase!",,,,,193:03:00,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I've owned this labtop for less then two months, already the mouse button has broke.",332:00:00,"Still under warrenty so called Toshiba, no help at all.",SUPPORT#QUALITY,negative,332:01:00,I'm stuck w/ a broken computer.,LAPTOP#QUALITY,negative,332:02:00,"Will not buy another Toshiba, this is my second, not happy w/ either.",LAPTOP#GENERAL,negative,COMPANY#GENERAL,negative,332:03:00,,,,,,,,,,,,,,,,,,,,,,,,332,MOUSE#QUALITY,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is my 3rd Apple Laptop and first MacBook Pro.,55:00:00,"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#QUALITY,positive,55:01:00,Excellent LED monitor and well equipped.,DISPLAY#DESIGN_FEATURES,positive,55:02:00,I love the Apple products.,COMPANY#GENERAL,positive,,,55:03:00,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,LAPTOP#DESIGN_FEATURES,positive,,LAPTOP#DESIGN_FEATURES,positive,BATTERY#OPERATION_PERFORMANCE,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",86:00:00,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD#DESIGN_FEATURES,positive,86:01:00,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",LAPTOP#USABILITY,positive,86:02:00,both upgrades were quickly accomplished after purchasing the necessary Product Key.,LAPTOP#USABILITY,positive,,,86:03:00,"Other installed features, such as certain printer software, are also most attractive.",LAPTOP#DESIGN_FEATURES,positive,86:04:00,,,,,,,,,,,,,,,,,,,,86,LAPTOP#GENERAL,positive,,,,,,KEYBOARD#USABILITY,positive,LAPTOP#DESIGN_FEATURES,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAPTOP#USABILITY,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",127:00:00,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,LAPTOP#QUALITY,negative,127:01:00,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",SUPPORT#QUALITY,negative,127:02:00,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,SUPPORT#QUALITY,negative,,,127:03:00,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",SUPPORT#QUALITY,negative,127:04:00,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",LAPTOP#QUALITY,negative,SUPPORT#QUALITY,negative,127:05:00,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,LAPTOP#GENERAL,negative,127:06:00,Probably not ever again.,127:07:00,,I'll rather be out of date then spend more money on toshiba.,COMPANY#GENERAL,negative,,,127:08:00,127,LAPTOP#QUALITY,negative,SUPPORT#QUALITY,negative,,,,SUPPORT#QUALITY,negative,,,,,,,Remember to do your research first before consider buying a toshiba product.,COMPANY#GENERAL,negative,127:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPANY#GENERAL,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All I can say is W-O-W.,1:00,This laptop is insane!!!,LAPTOP#GENERAL,positive,1:01,It's so nice to look at and the keys are easy to type with.,LAPTOP#DESIGN_FEATURES,positive,1:02,I bought a protector for my key pad and it works great :),KEYBOARD#OPERATION_PERFORMANCE,positive,,,1:03,This is definitely a computer worth the money;,LAPTOP#GENERAL,positive,1:04,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,MOUSE#DESIGN_FEATURES,neutral,MOUSE#USABILITY,neutral,1:05,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",LAPTOP#MISCELLANEOUS,positive,1:06,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",1:07,,The Apple team also assists you very nicely when choosing which computer is right for you :),SUPPORT#QUALITY,positive,,,1:08,1,LAPTOP#GENERAL,positive,,,KEYBOARD#USABILITY,positive,,,,,,,,LAPTOP#GENERAL,positive,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",LAPTOP#GENERAL,positive,1:09,DEFINITELY recommended!!!,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,LAPTOP#PRICE,positive,,LAPTOP#USABILITY,positive,LAPTOP#GENERAL,positive,,,,,,,,,,,,,,,,,,,LAPTOP#DESIGN_FEATURES,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Not a bad laptop, it's a bit slow, but gets the job done.",213:00:00,The lcd screen stopped working on mine after 10 months.,DISPLAY#QUALITY,negative,213:01:00,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,SUPPORT#MISCELLANEOUS,negative,213:02:00,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT#QUALITY,negative,,,213:03:00,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,SUPPORT#QUALITY,negative,213:04:00,Dealing with the support drone on the other end of the chat was sheer torture.,SUPPORT#QUALITY,negative,,,213:05:00,English must have been his third or fourth language.,SUPPORT#QUALITY,negative,213:06:00,"His language was so bad I swore I was taking the turing test, and it was failing.",213:07:00,,after trying to get some help he disconnected on me.,SUPPORT#QUALITY,negative,,,213:08:00,213,LAPTOP#GENERAL,positive,LAPTOP#OPERATION_PERFORMANCE,neutral,,,,DISPLAY#OPERATION_PERFORMANCE,negative,,,,,SUPPORT#QUALITY,negative,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,,,213:09:00,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",213:10:00,After that the said it was under warranty.,,,213:11:00,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,SUPPORT#QUALITY,negative,213:12:00,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",SUPPORT#QUALITY,negative,213:13:00,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,SUPPORT#QUALITY,negative,213:14:00,They really do have the worlds very worst repair service.,SUPPORT#QUALITY,negative,213:15:00,,,,,,,,,,,,SUPPORT#QUALITY,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This computer gets very hot, before shutting down.",16:00,It is not ideal for children because of the temp.,LAPTOP#QUALITY,negative,16:01,"I Contacted HPÂ Â about this situation and was given excuses, without results.",SUPPORT#QUALITY,negative,16:02,They didn't even try to assist me or even offer a replacement.,SUPPORT#QUALITY,negative,,,16:03,I will never purchase a HP again ever.,COMPANY#GENERAL,negative,16:04,,,,,,,,,,,,,,,,,,,,16,LAPTOP#QUALITY,negative,,,,,,LAPTOP#MISCELLANEOUS,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
